Ticker,Sector,Holder,Shares,Date Reported,% Out,Value,Rank,Ticker-Rank,Value/Share
SRC,NET LEASE,"Vanguard Group, Inc.",16560616,3/30/21,0.1441,703826180,1,SRC-1,42.5
SRC,NET LEASE,Blackrock Inc.,15837534,3/30/21,0.1378,673095195,2,SRC-2,42.5
SRC,NET LEASE,"FMR, LLC",7580217,3/30/21,0.0659,322159222,3,SRC-3,42.5
SRC,NET LEASE,State Street Corporation,4948435,3/30/21,0.043,210308487,4,SRC-4,42.5
SRC,NET LEASE,Daiwa Securities Group Inc.,3277610,3/30/21,0.0285,139298425,5,SRC-5,42.5
SRC,NET LEASE,Macquarie Group Limited,2173303,3/30/21,0.0189,92365377,6,SRC-6,42.5
SRC,NET LEASE,Duff & Phelps Investment Management Company,1843980,3/30/21,0.016,78369150,7,SRC-7,42.5
SRC,NET LEASE,Dimensional Fund Advisors LP,1796150,3/30/21,0.0156,76336375,8,SRC-8,42.5
SRC,NET LEASE,"Long Pond Capital, LP",1785161,3/30/21,0.0155,75869342,9,SRC-9,42.5
PLD,INDUSTRIAL,"Vanguard Group, Inc.",94650321,3/30/21,0.1279,10032934026,0,PLD-0,106
PLD,INDUSTRIAL,Blackrock Inc.,75006319,3/30/21,0.1014,7950669814,1,PLD-1,106
PLD,INDUSTRIAL,State Street Corporation,41828859,3/30/21,0.0565,4433859054,2,PLD-2,106
PLD,INDUSTRIAL,JP Morgan Chase & Company,29699324,3/30/21,0.0401,3148128344,3,PLD-3,106
PLD,INDUSTRIAL,Apg Asset Management Us Inc.,23794600,3/30/21,0.0322,2522227600,4,PLD-4,106
PLD,INDUSTRIAL,"FMR, LLC",21010534,3/30/21,0.0284,2227116604,5,PLD-5,106
PLD,INDUSTRIAL,Price (T.Rowe) Associates Inc,17772896,3/30/21,0.024,1883926976,6,PLD-6,106
PLD,INDUSTRIAL,Cohen & Steers Inc.,16281344,3/30/21,0.022,1725822464,7,PLD-7,106
PLD,INDUSTRIAL,"Principal Financial Group, Inc.",14654920,3/30/21,0.0198,1553421520,8,PLD-8,106
PLD,INDUSTRIAL,Northern Trust Corporation,13455157,3/30/21,0.0182,1426246642,9,PLD-9,106
DRE,INDUSTRIAL,"Vanguard Group, Inc.",59126674,3/30/21,0.1577,2479181440,0,DRE-0,41.93
DRE,INDUSTRIAL,Cohen & Steers Inc.,49086676,3/30/21,0.1309,2058204324,1,DRE-1,41.93
DRE,INDUSTRIAL,Blackrock Inc.,37887861,3/30/21,0.101,1588638011,2,DRE-2,41.93
DRE,INDUSTRIAL,State Street Corporation,21252964,3/30/21,0.0567,891136780,3,DRE-3,41.93
DRE,INDUSTRIAL,"FMR, LLC",16833606,3/30/21,0.0449,705833099,4,DRE-4,41.93
DRE,INDUSTRIAL,Daiwa Securities Group Inc.,12297661,3/30/21,0.0328,515640925,5,DRE-5,41.93
DRE,INDUSTRIAL,Invesco Ltd.,10784341,3/30/21,0.0288,452187418,6,DRE-6,41.93
DRE,INDUSTRIAL,"Geode Capital Management, LLC",7142311,3/30/21,0.019,299477100,7,DRE-7,41.93
DRE,INDUSTRIAL,Dimensional Fund Advisors LP,6773905,3/30/21,0.0181,284029836,8,DRE-8,41.93
DRE,INDUSTRIAL,Northern Trust Corporation,6420052,3/30/21,0.0171,269192780,9,DRE-9,41.93
FR,INDUSTRIAL,"Vanguard Group, Inc.",17867152,12/30/20,0.1384,752743113,0,FR-0,42.13
FR,INDUSTRIAL,Blackrock Inc.,15680887,12/30/20,0.1214,660635769,1,FR-1,42.13
FR,INDUSTRIAL,Cohen & Steers Inc.,6278960,12/30/20,0.0486,264532584,2,FR-2,42.13
FR,INDUSTRIAL,"Principal Financial Group, Inc.",5516479,12/30/20,0.0427,232409260,3,FR-3,42.13
FR,INDUSTRIAL,State Street Corporation,5498843,12/30/20,0.0426,231666255,4,FR-4,42.13
FR,INDUSTRIAL,Invesco Ltd.,3855934,12/30/20,0.0299,162450499,5,FR-5,42.13
FR,INDUSTRIAL,Price (T.Rowe) Associates Inc,3538732,12/30/20,0.0274,149086779,6,FR-6,42.13
FR,INDUSTRIAL,LaSalle Investment Management Securities LLC,3024306,12/30/20,0.0234,127414011,7,FR-7,42.13
FR,INDUSTRIAL,CenterSquare Investment Management LLC,2959154,12/30/20,0.0229,124669158,8,FR-8,42.13
FR,INDUSTRIAL,"Ameriprise Financial, Inc.",2850038,12/30/20,0.0221,120072100,9,FR-9,42.13
EGP,INDUSTRIAL,"Vanguard Group, Inc.",5797025,3/30/21,0.1448,830597742,0,EGP-0,143.28
EGP,INDUSTRIAL,Blackrock Inc.,5697162,3/30/21,0.1424,816289371,1,EGP-1,143.28
EGP,INDUSTRIAL,Price (T.Rowe) Associates Inc,2710152,3/30/21,0.0677,388310578,2,EGP-2,143.28
EGP,INDUSTRIAL,JP Morgan Chase & Company,2433469,3/30/21,0.0608,348667438,3,EGP-3,143.28
EGP,INDUSTRIAL,State Street Corporation,1986606,3/30/21,0.0496,284640907,4,EGP-4,143.28
EGP,INDUSTRIAL,Deutsche Bank Aktiengesellschaft,1068377,3/30/21,0.0267,153077056,5,EGP-5,143.28
EGP,INDUSTRIAL,Brown Advisory Inc.,977643,3/30/21,0.0244,140076689,6,EGP-6,143.28
EGP,INDUSTRIAL,Eaton Vance Management,969746,3/30/21,0.0242,138945206,7,EGP-7,143.28
EGP,INDUSTRIAL,Dimensional Fund Advisors LP,764415,3/30/21,0.0191,109525381,8,EGP-8,143.28
EGP,INDUSTRIAL,Northern Trust Corporation,762915,3/30/21,0.0191,109310461,9,EGP-9,143.28
EXR,SELF STORAGE,"Vanguard Group, Inc.",20638969,3/30/21,0.1543,2735695340,0,EXR-0,132.55
EXR,SELF STORAGE,Blackrock Inc.,15102258,3/30/21,0.1129,2001804297,1,EXR-1,132.55
EXR,SELF STORAGE,Cohen & Steers Inc.,9856609,3/30/21,0.0737,1306493522,2,EXR-2,132.55
EXR,SELF STORAGE,State Street Corporation,7487330,3/30/21,0.056,992445591,3,EXR-3,132.55
EXR,SELF STORAGE,"Principal Financial Group, Inc.",3620656,3/30/21,0.0271,479917952,4,EXR-4,132.55
EXR,SELF STORAGE,Apg Asset Management Us Inc.,3283000,3/30/21,0.0245,435161650,5,EXR-5,132.55
EXR,SELF STORAGE,"FMR, LLC",3241922,3/30/21,0.0242,429716761,6,EXR-6,132.55
EXR,SELF STORAGE,Invesco Ltd.,3167826,3/30/21,0.0237,419895336,7,EXR-7,132.55
EXR,SELF STORAGE,"Geode Capital Management, LLC",2692613,3/30/21,0.0201,356905853,8,EXR-8,132.55
EXR,SELF STORAGE,Daiwa Securities Group Inc.,2644634,3/30/21,0.0198,350546236,9,EXR-9,132.55
CUBE,SELF STORAGE,"Vanguard Group, Inc.",27807118,3/30/21,0.138,1051943273,0,CUBE-0,37.83
CUBE,SELF STORAGE,"FMR, LLC",20023476,3/30/21,0.0994,757488097,1,CUBE-1,37.83
CUBE,SELF STORAGE,Blackrock Inc.,15643920,3/30/21,0.0776,591809493,2,CUBE-2,37.83
CUBE,SELF STORAGE,PGGM Investments,12476278,3/30/21,0.0619,471977596,3,CUBE-3,37.83
CUBE,SELF STORAGE,Cohen & Steers Inc.,8989913,3/30/21,0.0446,340088408,4,CUBE-4,37.83
CUBE,SELF STORAGE,Price (T.Rowe) Associates Inc,8417372,3/30/21,0.0418,318429182,5,CUBE-5,37.83
CUBE,SELF STORAGE,"Principal Financial Group, Inc.",8226316,3/30/21,0.0408,311201534,6,CUBE-6,37.83
CUBE,SELF STORAGE,JP Morgan Chase & Company,7879194,3/30/21,0.0391,298069909,7,CUBE-7,37.83
CUBE,SELF STORAGE,State Street Corporation,6537570,3/30/21,0.0324,247316273,8,CUBE-8,37.83
CUBE,SELF STORAGE,Resolution Capital Ltd,5977566,3/30/21,0.0297,226131321,9,CUBE-9,37.83
REXR,SELF STORAGE,"Vanguard Group, Inc.",18515161,3/30/21,0.1381,933164114,0,REXR-0,50.4
REXR,SELF STORAGE,Blackrock Inc.,17839690,3/30/21,0.1331,899120376,1,REXR-1,50.4
REXR,SELF STORAGE,"Wellington Management Group, LLP",8467888,3/30/21,0.0632,426781555,2,REXR-2,50.4
REXR,SELF STORAGE,PGGM Investments,8390819,3/30/21,0.0626,422897277,3,REXR-3,50.4
REXR,SELF STORAGE,"Principal Financial Group, Inc.",8117345,3/30/21,0.0606,409114188,4,REXR-4,50.4
REXR,SELF STORAGE,Invesco Ltd.,5632211,3/30/21,0.042,283863434,5,REXR-5,50.4
REXR,SELF STORAGE,State Street Corporation,5612723,3/30/21,0.0419,282881239,6,REXR-6,50.4
REXR,SELF STORAGE,Nuveen Asset Management,4823571,3/30/21,0.036,243107978,7,REXR-7,50.4
REXR,SELF STORAGE,Price (T.Rowe) Associates Inc,4079676,3/30/21,0.0304,205615670,8,REXR-8,50.4
REXR,SELF STORAGE,JP Morgan Chase & Company,3711995,3/30/21,0.0277,187084548,9,REXR-9,50.4
LSI,SELF STORAGE,"Vanguard Group, Inc.",11022487,3/30/21,0.1419,947382757,0,LSI-0,85.95
LSI,SELF STORAGE,Blackrock Inc.,8886354,3/30/21,0.1144,763782126,1,LSI-1,85.95
LSI,SELF STORAGE,"Wellington Management Group, LLP",6934670,3/30/21,0.0893,596034886,2,LSI-2,85.95
LSI,SELF STORAGE,JP Morgan Chase & Company,3650244,3/30/21,0.047,313738471,3,LSI-3,85.95
LSI,SELF STORAGE,State Street Corporation,3268755,3/30/21,0.0421,280949492,4,LSI-4,85.95
LSI,SELF STORAGE,CenterSquare Investment Management LLC,2747106,3/30/21,0.0354,236113760,5,LSI-5,85.95
LSI,SELF STORAGE,Massachusetts Financial Services Co.,2709568,3/30/21,0.0349,232887369,6,LSI-6,85.95
LSI,SELF STORAGE,Deutsche Bank Aktiengesellschaft,2111383,3/30/21,0.0272,181473368,7,LSI-7,85.95
LSI,SELF STORAGE,Invesco Ltd.,1409072,3/30/21,0.0181,121109738,8,LSI-8,85.95
LSI,SELF STORAGE,Cbre Clarion Securities LLC,1298707,3/30/21,0.0167,111623866,9,LSI-9,85.95
EQIX,DATA CENTER,"Vanguard Group, Inc.",11357446,3/30/21,0.1268,7718406727,0,EQIX-0,679.59
EQIX,DATA CENTER,Blackrock Inc.,7318553,3/30/21,0.0817,4973615433,1,EQIX-1,679.59
EQIX,DATA CENTER,State Street Corporation,3345602,3/30/21,0.0373,2273637663,2,EQIX-2,679.59
EQIX,DATA CENTER,Edgewood Management Company,2940545,3/30/21,0.0328,1998364976,3,EQIX-3,679.59
EQIX,DATA CENTER,"FMR, LLC",2285674,3/30/21,0.0255,1553321193,4,EQIX-4,679.59
EQIX,DATA CENTER,Capital International Investors,2258768,3/30/21,0.0252,1535036145,5,EQIX-5,679.59
EQIX,DATA CENTER,Cohen & Steers Inc.,2105039,3/30/21,0.0235,1430563454,6,EQIX-6,679.59
EQIX,DATA CENTER,Capital World Investors,1867145,3/30/21,0.0208,1268893070,7,EQIX-7,679.59
EQIX,DATA CENTER,Capital Research Global Investors,1692374,3/30/21,0.0189,1150120446,8,EQIX-8,679.59
EQIX,DATA CENTER,"Geode Capital Management, LLC",1589885,3/30/21,0.0177,1080469947,9,EQIX-9,679.59
DLR,DATA CENTER,"Vanguard Group, Inc.",43979160,3/30/21,0.1562,6194024894,0,DLR-0,140.84
DLR,DATA CENTER,Blackrock Inc.,26660042,3/30/21,0.0947,3754800315,1,DLR-1,140.84
DLR,DATA CENTER,Capital World Investors,16707426,3/30/21,0.0593,2353073877,2,DLR-2,140.84
DLR,DATA CENTER,State Street Corporation,15766410,3/30/21,0.056,2220541184,3,DLR-3,140.84
DLR,DATA CENTER,"FMR, LLC",10737009,3/30/21,0.0381,1512200347,4,DLR-4,140.84
DLR,DATA CENTER,Apg Asset Management Us Inc.,9866800,3/30/21,0.035,1389640112,5,DLR-5,140.84
DLR,DATA CENTER,Capital International Investors,9540627,3/30/21,0.0339,1343701906,6,DLR-6,140.84
DLR,DATA CENTER,Capital Research Global Investors,9078011,3/30/21,0.0322,1278547069,7,DLR-7,140.84
DLR,DATA CENTER,Cohen & Steers Inc.,7450351,3/30/21,0.0265,1049307434,8,DLR-8,140.84
DLR,DATA CENTER,Northern Trust Corporation,4885409,3/30/21,0.0173,688061003,9,DLR-9,140.84
CONE,DATA CENTER,Cohen & Steers Inc.,20466139,3/30/21,0.167,1385966933,0,CONE-0,67.72
CONE,DATA CENTER,"Vanguard Group, Inc.",17385353,3/30/21,0.1419,1177336105,1,CONE-1,67.72
CONE,DATA CENTER,Blackrock Inc.,14329164,3/30/21,0.1169,970370986,2,CONE-2,67.72
CONE,DATA CENTER,Daiwa Securities Group Inc.,4677566,3/30/21,0.0382,316764769,3,CONE-3,67.72
CONE,DATA CENTER,State Street Corporation,4139035,3/30/21,0.0338,280295450,4,CONE-4,67.72
CONE,DATA CENTER,Nuveen Asset Management,4065863,3/30/21,0.0332,275340242,5,CONE-5,67.72
CONE,DATA CENTER,"Principal Financial Group, Inc.",3939959,3/30/21,0.0322,266814023,6,CONE-6,67.72
CONE,DATA CENTER,Invesco Ltd.,2810156,3/30/21,0.0229,190303764,7,CONE-7,67.72
CONE,DATA CENTER,Bank of America Corporation,2710045,3/30/21,0.0221,183524247,8,CONE-8,67.72
CONE,DATA CENTER,Morgan Stanley,2121385,3/30/21,0.0173,143660192,9,CONE-9,67.72
COR,DATA CENTER,"Vanguard Group, Inc.",6082553,3/30/21,0.1415,728993977,0,COR-0,119.85
COR,DATA CENTER,Blackrock Inc.,4149295,3/30/21,0.0965,497293005,1,COR-1,119.85
COR,DATA CENTER,Massachusetts Financial Services Co.,2366283,3/30/21,0.055,283599017,2,COR-2,119.85
COR,DATA CENTER,"Principal Financial Group, Inc.",1639454,3/30/21,0.0381,196488561,3,COR-3,119.85
COR,DATA CENTER,"FMR, LLC",1634591,3/30/21,0.038,195905731,4,COR-4,119.85
COR,DATA CENTER,Mairs & Power Inc,1260703,3/30/21,0.0293,151095254,5,COR-5,119.85
COR,DATA CENTER,State Street Corporation,1038213,3/30/21,0.0242,124429828,6,COR-6,119.85
COR,DATA CENTER,JP Morgan Chase & Company,956554,3/30/21,0.0223,114642996,7,COR-7,119.85
COR,DATA CENTER,Norges Bank Investment Management,801624,12/30/20,0.0186,100427454,8,COR-8,125.28
COR,DATA CENTER,M&G Investment Management Ltd,769525,3/30/21,0.0179,92227571,9,COR-9,119.85
WELL,HEALTH CARE,"Vanguard Group, Inc.",65903096,3/30/21,0.1578,4720638766,0,WELL-0,71.63
WELL,HEALTH CARE,Blackrock Inc.,43189692,3/30/21,0.1034,3093677637,1,WELL-1,71.63
WELL,HEALTH CARE,State Street Corporation,23934274,3/30/21,0.0573,1714412046,2,WELL-2,71.63
WELL,HEALTH CARE,Price (T.Rowe) Associates Inc,17323282,3/30/21,0.0415,1240866689,3,WELL-3,71.63
WELL,HEALTH CARE,"Principal Financial Group, Inc.",14070237,3/30/21,0.0337,1007851076,4,WELL-4,71.63
WELL,HEALTH CARE,"FMR, LLC",10534855,3/30/21,0.0252,754611663,5,WELL-5,71.63
WELL,HEALTH CARE,PGGM Investments,8474356,3/30/21,0.0203,607018120,6,WELL-6,71.63
WELL,HEALTH CARE,Cohen & Steers Inc.,8467829,3/30/21,0.0203,606550591,7,WELL-7,71.63
WELL,HEALTH CARE,"Geode Capital Management, LLC",8215974,3/30/21,0.0197,588510217,8,WELL-8,71.63
WELL,HEALTH CARE,Invesco Ltd.,7851130,3/30/21,0.0188,562376441,9,WELL-9,71.63
PEAK,HEALTH CARE,"Vanguard Group, Inc.",84995309,3/30/21,0.1577,2697751107,0,PEAK-0,31.74
PEAK,HEALTH CARE,Cohen & Steers Inc.,70123019,3/30/21,0.1301,2225704623,1,PEAK-1,31.74
PEAK,HEALTH CARE,Blackrock Inc.,55340817,3/30/21,0.1027,1756517531,2,PEAK-2,31.74
PEAK,HEALTH CARE,State Street Corporation,31705714,3/30/21,0.0588,1006339362,3,PEAK-3,31.74
PEAK,HEALTH CARE,PGGM Investments,18106763,3/30/21,0.0336,574708657,4,PEAK-4,31.74
PEAK,HEALTH CARE,JP Morgan Chase & Company,17707843,3/30/21,0.0329,562046936,5,PEAK-5,31.74
PEAK,HEALTH CARE,Daiwa Securities Group Inc.,13757966,3/30/21,0.0255,436677840,6,PEAK-6,31.74
PEAK,HEALTH CARE,"Geode Capital Management, LLC",10381809,3/30/21,0.0193,329518617,7,PEAK-7,31.74
PEAK,HEALTH CARE,Northern Trust Corporation,9712352,3/30/21,0.018,308270052,8,PEAK-8,31.74
PEAK,HEALTH CARE,Resolution Capital Ltd,8345016,3/30/21,0.0155,264870807,9,PEAK-9,31.74
VTR,HEALTH CARE,"Vanguard Group, Inc.",59255392,3/30/21,0.158,3160682609,0,VTR-0,53.34
VTR,HEALTH CARE,Blackrock Inc.,37285965,3/30/21,0.0994,1988833373,1,VTR-1,53.34
VTR,HEALTH CARE,Cohen & Steers Inc.,32122418,3/30/21,0.0856,1713409776,2,VTR-2,53.34
VTR,HEALTH CARE,State Street Corporation,22364115,3/30/21,0.0596,1192901894,3,VTR-3,53.34
VTR,HEALTH CARE,Apg Asset Management Us Inc.,19464000,3/30/21,0.0519,1038209760,4,VTR-4,53.34
VTR,HEALTH CARE,JP Morgan Chase & Company,19035492,3/30/21,0.0507,1015353143,5,VTR-5,53.34
VTR,HEALTH CARE,"FMR, LLC",15521783,3/30/21,0.0414,827931905,6,VTR-6,53.34
VTR,HEALTH CARE,"Geode Capital Management, LLC",7397854,3/30/21,0.0197,394601532,7,VTR-7,53.34
VTR,HEALTH CARE,Daiwa Securities Group Inc.,7294224,3/30/21,0.0194,389073908,8,VTR-8,53.34
VTR,HEALTH CARE,Invesco Ltd.,6821660,3/30/21,0.0182,363867344,9,VTR-9,53.34
OHI,HEALTH CARE,"Vanguard Group, Inc.",32124029,12/30/20,0.1372,1166744733,0,OHI-0,36.32
OHI,HEALTH CARE,Blackrock Inc.,27113630,12/30/20,0.1158,984767041,1,OHI-1,36.32
OHI,HEALTH CARE,State Street Corporation,11768448,12/30/20,0.0503,427430031,2,OHI-2,36.32
OHI,HEALTH CARE,Cohen & Steers Inc.,7995054,12/30/20,0.0342,290380361,3,OHI-3,36.32
OHI,HEALTH CARE,Bank Of New York Mellon Corporation,4587805,12/30/20,0.0196,166629077,4,OHI-4,36.32
OHI,HEALTH CARE,Invesco Ltd.,4236015,12/30/20,0.0181,153852064,5,OHI-5,36.32
OHI,HEALTH CARE,"Geode Capital Management, LLC",3495789,12/30/20,0.0149,126967056,6,OHI-6,36.32
OHI,HEALTH CARE,Dimensional Fund Advisors LP,3275085,12/30/20,0.014,118951087,7,OHI-7,36.32
OHI,HEALTH CARE,Northern Trust Corporation,3042308,12/30/20,0.013,110496626,8,OHI-8,36.32
OHI,HEALTH CARE,Lsv Asset Management,2975532,3/30/21,0.0127,108993737,9,OHI-9,36.63
HTA,HEALTH CARE,"Vanguard Group, Inc.",31130625,3/30/21,0.1423,858582637,0,HTA-0,27.58
HTA,HEALTH CARE,Cohen & Steers Inc.,23019288,3/30/21,0.1052,634871963,1,HTA-1,27.58
HTA,HEALTH CARE,Blackrock Inc.,16615688,3/30/21,0.0759,458260675,2,HTA-2,27.58
HTA,HEALTH CARE,"Principal Financial Group, Inc.",15817196,3/30/21,0.0723,436238265,3,HTA-3,27.58
HTA,HEALTH CARE,Apg Asset Management Us Inc.,11356300,3/30/21,0.0519,313206754,4,HTA-4,27.58
HTA,HEALTH CARE,State Street Corporation,7124472,3/30/21,0.0326,196492937,5,HTA-5,27.58
HTA,HEALTH CARE,Victory Capital Management Inc.,6168162,3/30/21,0.0282,170117907,6,HTA-6,27.58
HTA,HEALTH CARE,Daiwa Securities Group Inc.,5611228,3/30/21,0.0256,154757668,7,HTA-7,27.58
HTA,HEALTH CARE,Royal Bank of Canada,5100482,3/30/21,0.0233,140671293,8,HTA-8,27.58
HTA,HEALTH CARE,PGGM Investments,4658143,3/30/21,0.0213,128471583,9,HTA-9,27.58
HR,HEALTH CARE,Blackrock Inc.,20757853,3/30/21,0.1465,629378102,0,HR-0,30.32
HR,HEALTH CARE,"Vanguard Group, Inc.",20118568,3/30/21,0.142,609994981,1,HR-1,30.32
HR,HEALTH CARE,State Street Corporation,7027044,3/30/21,0.0496,213059974,2,HR-2,30.32
HR,HEALTH CARE,"FMR, LLC",6308806,3/30/21,0.0445,191282997,3,HR-3,30.32
HR,HEALTH CARE,Price (T.Rowe) Associates Inc,5713944,3/30/21,0.0403,173246782,4,HR-4,30.32
HR,HEALTH CARE,"Principal Financial Group, Inc.",5410479,3/30/21,0.0382,164045723,5,HR-5,30.32
HR,HEALTH CARE,JP Morgan Chase & Company,4329163,3/30/21,0.0306,131260222,6,HR-6,30.32
HR,HEALTH CARE,Bank Of New York Mellon Corporation,3798537,3/30/21,0.0268,115171641,7,HR-7,30.32
HR,HEALTH CARE,"Goldman Sachs Group, Inc.",3629300,3/30/21,0.0256,110040376,8,HR-8,30.32
HR,HEALTH CARE,"Nuance Investments, LLC",3215416,3/30/21,0.0227,97491413,9,HR-9,30.32